comment,aspects
I use the app a lot but the new upgrade keeps crashing on the iPad.,['824.online-experience.updates-versions.0']
Amazing Experience and I want more currency on the market like Chinese currency,['824.company-brand.general-satisfaction.0']
"So i was under the impression you could do near enough the same thing on the app as online banking. I was sooo wrong, i prefer having an app I can click on see all my standing orders , direct debits etc but nope I have to log on online which is such a faff! Its 2019 and it doesnt even have extra features that make it wasy to use feels like a basic layout from 2005. Opened up savings account now when i enter the app, my current account is at the bottom of the list when surely it should be at the top? May seem like a pathetic review but with all this new technology i did expect better. Switched to this bank and seriously feel like switching back. Think they need to invest in updating it. Dont think i'll be staying.",['824.account-management.account-access.0']
The app was great before and with this update it won't even open now!,['824.online-experience.updates-versions.0']
Really gave me a good day,['824.company-brand.general-satisfaction.0']
Smartest bank,['824.company-brand.general-satisfaction.0']
the chat support loads really slowly. in built camera app doesn't save &amp; send the files (at least in the version before the 29.03 update) i receive notifications to rate the support assistant and when i tap that it takes me to a support chat blank page,['824.online-experience.updates-versions.0']
"I'd be doubtful about relying on this entirely, but as a supplement to accessing the Web site from my PC it's very handy. It lets me do most things I can do on my PC, and with the larger screen on my tablet it's easier to read.",['824.company-brand.convenience.0']
Cool as,['824.company-brand.general-satisfaction.0']
How can I see my information about   The card and card number as well,['824.account-management.account-access.0']
"Not happy with this service unable to contact them or withdraw money, or close out account. Been on phone for 10 plus minutes still not answering. Answer your phone, they accept your money but not willing to give it back...VERY DISPLEASED if there was away to add pictures I would show you the screen shoots.",['824.company-brand.general-satisfaction.0']
"Love this, no issues whatsoever with it and it's so easy to transfer money to family and friends, I also set up vaults to save money for special occasions.",['824.company-brand.general-satisfaction.0']
Very handy and help app with plenty of infomation,['824.company-brand.convenience.0']
Prefered it before the update. It's really confusing now and feels less secure.,['824.online-experience.updates-versions.0']
Best app features and reliable service. Why pay somewhere else for less?,['824.company-brand.competitor.0']
I love Chatterbank! It topped any other online banking I’ve ever used,['824.company-brand.competitor.0']
"They are a unprofessional, the stuff is unrespectuful,they blocked my account whit no reason, and they start to treat me like a criminal, it seems I'm working for them, so I was have to be humble, they are act like are my bosses. For them a 100£ transfer from my partner it's a money laundering, a fraud and a possible terorist found, there are accusation whit no proofs or other suspicions action on my account. There 24 hours chat doesn't work, from my actual experience they don't even care.",['824.company-brand.general-satisfaction.0']
This really is excellent. Easy to use and works smoothly,['824.company-brand.general-satisfaction.0']
Simple and easy convenient bank! ideal for globetrotter!!! i love,['824.company-brand.general-satisfaction.0']
My current bank and handy when out of bank hours,['824.company-brand.convenience.0']
"A very needed way to conveniently make your daily purchases, exchange currency, use your money on your vacation, and review your purchase history. No hidden fees! And I can pay with my Apple Watch, which is the most secure, at-hand device! :)",['824.company-brand.convenience.0']
I was happy with them ... until they decided to close my account with out giving me the reason why they closed my account .... keeping in mind I have the metal plan and was paying all the fees monthly,['824.company-brand.general-satisfaction.0']
Great if you're moving counties or travel a lot,['824.company-brand.convenience.0']
Simply the best high street banking app.,['824.company-brand.competitor.0']
"Absolutely fab! Simple, practical and rewarding card, amazing for travellers as it gives you  the chance to shop or get cash in local currency at excellent exchange rates. And the app gives you instant updates about your transactions. I totally recommend it!",['824.company-brand.general-satisfaction.0']
Very easy to use and thay are very helpful.,['824.company-brand.convenience.0']
Simple. Quick. Lifesaver,['824.company-brand.convenience.0']
"It is very convenient and comes handy whatever the time for whatever you need it for. Excellent App for me. It does basically everything including loans, luv it.",['824.company-brand.convenience.0']
brilliant that cheques can now be deposited,['824.company-brand.general-satisfaction.0']
"Barclays tops the charts with regards to banking Apps.
I bank with Santander and Nationwide as well but use Barclays day to day thank goodness as their App works just as it says on the tin.
I visit the other banks in person as to use their Apps is just stressful and unsuccessful.
Barclays App. Pay a new payee, friends or use Pingit. 
Logs in, logs out securely and no 'remaining logged in'
Colours pleasing to the eye and simple layout for ease of use.
Call direct to a customer service human being in the U.K. no additional charges, minima security checks as you've already logged into the App - Horay!!!
You can access 
/view all of your accounts and your credit card/s. 
You can hide those accounts that you don't use frequently so the view is clear and not cluttered.
Offers are on the main menu, as is help and all the topics you could possibly ask for - otherwise hit the call button and talk to someone (who answer within a minute or less!) 
Love Barclays banking and love their App.
Customer of 22 years!! :)",['824.account-management.account-access.0']
Absolutely amazing and very professional,['824.company-brand.general-satisfaction.0']
best thing that happened to me!,['824.company-brand.general-satisfaction.0']
Simple and straightforward set up allowing instant access and full visibility very quickly,['824.account-management.account-access.0']
"We have had three calls with them over three days waiting for more than an hour to get through each time. Promised to send emails to help. Nothing came. We can't run a business like this we need the bank to sort our a minor issue that any other bank could have done in no time at all. Unbelievable inefficient way to run a bank, I wish we had found another bank to deal with our business. Can't keep blaming Covid for this.",['824.company-brand.competitor.0']
Great bank and good customer service. Lacking a couple of features like saving payees but I hope they sort that in the future,['824.company-brand.general-satisfaction.0']
"easy, secure, convenient",['824.company-brand.convenience.0']
Very good bank I'm happy with your bank,['824.company-brand.general-satisfaction.0']
Love Santander 😸all ways have and al ways will 👏👏👏👏👏👏👏👏👏,['824.company-brand.general-satisfaction.0']
The best app and pretty fast comunication.,['824.company-brand.competitor.0']
Just amazing. Best exchange ever and crypto mkt,"['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
Future of personal banking,['824.company-brand.general-satisfaction.0']
"Having banked with Starling for a few years now, I can confirm that they are by far the best challenger on the market.

Ease of use, quality of product, fees, services, business banking. Better than all the rest.",['824.company-brand.general-satisfaction.0']
"I like other users used to find this app very useful but it no longer works causing lots of frustration.

RBS please sort your app out.",['824.company-brand.convenience.0']
"Terrible, won't even log me in now - keep saying session timed out everytime I put my details in.",['824.account-management.account-access.0']
"Terrible! Got locked out twice on 2 separate occasions after entering (supposedly) incorrect password ONCE. App showed 'error' after the 1 attempt then locked me out. With no way of resetting in app. Even when I went online to reset, it said to call HSBC. So I had to call twice to wait in 30min queues to unlock my account! Waste of time! Terrible that a person cannot access their account with ease. I'm moving to a different bank where things actually work and you can access your money!",['824.account-management.account-access.0']
"The bank in general is great.
I just give 4 stars because there is no Direct Debit available (at least in the UK). I had to create a Monzo account to be able to pay my home bills.",['824.company-brand.general-satisfaction.0']
"Best Banking App and Best Neo-Banking on the Market Currently! Chatterbank Chatterbank Revolutionizes the relationship to banking, finance, bank transfers and the many other options and benefits that other neo-banks and traditional banks do not offer!

I highly recommend the metal card that I own and which makes my daily life easier and significantly more enjoyable thanks to the concierge service among others, access to airport lounges, travel insurance, cashback etc...! 

Get a free card here: audrey2ez8 😈💪🏼😜!!!",['824.company-brand.competitor.0']
"I am trying to do the identification in Spanish, because I am not able to understand the attendant in English, and I can't do it at all. I find that very irritating! I already sent an email to support and they returned to me to see the answer in the application, but the detail is that I can't finish configuring the application because video conferencing is required to authenticate 🤔",['824.company-brand.general-satisfaction.0']
There always seems to be an issue with the take picture of a cheque part of the app its very annoying,['824.company-brand.convenience.0']
"Awful. Just because I have large sums entering and leaving my account on a daily basis, they seemed to assume me a criminal... Abysmal. Worse than a traditional bank.",['824.company-brand.general-satisfaction.0']
"Really nice 
Easy to use and track money",['824.company-brand.general-satisfaction.0']
Easy to use and we quickly prit the card. Super excited.,['824.company-brand.general-satisfaction.0']
Why did you remove fingerprint ?,['824.account-management.fingerprint-facial-recognition.0']
"This app doesn’t work on the new iPhone 10 Max. Keeps looping back to menu. Tried disassociating from other devices etc, deleting it and reinstalling it, rebooting new phone. Still not working. Hsbc Needs a new software update maybe??",['824.online-experience.updates-versions.0']
The app gets stuck with being unable to open an account. They say that they will email the details with the problem but this email never came. I got in touch with the customer support and they told me that they do not support my documents (small EU nation) for online verification. They refused to manually  verify my passport but suggested that i can mail my application to them for a “basic” account. This basic account is not free and is incomplete with their app... just a way of saying we do not care about you. N26 has quality of service equal to an incumbent bank.,['824.company-brand.general-satisfaction.0']
"App is very handy and useful, so far so good and there is always room for improvement!",['824.company-brand.convenience.0']
How a bank should really work. Notifications for every penny i spend keeps me in control and gives me peace of mind that my money is safe. So quick to setup my account and a joint account with my partner. Highly recommend.,['824.company-brand.general-satisfaction.0']
Easy to use. Just wish I didn't have to keep deleting apps off my phone to update this one,['824.online-experience.updates-versions.0']
"This app makes life so much easier for me, thank you.",['824.company-brand.convenience.0']
"I had a very bad experience with N26. They have a nice concept but whenever you change phone number or change ID document this is very complicated to sort it out. 
They don't update your ID document and if you don't remember the number of your outdated ID you cannot identify yourself anymore. 
There is no phone number, no one you can actually talk to to solve your problem. So there is only their automatic chat.
That helpdesk chat is a very poor service with no follow-up and it looks like it is a robot and not real employees behind this chat.",['824.company-brand.general-satisfaction.0']
Works perfect really easy to use excellent,['824.company-brand.general-satisfaction.0']
I find this app easy to use and i have no complaints . Iv used it for a few yrs now. It also updates itself . Howevet not too happy with the latest update . Takes forever to login. Ruined it im dropping to 4stars,"['824.account-management.account-access.0', '824.online-experience.updates-versions.0']"
"Always get a helpful operator if I need advice. 
3 years on more than happy with my Atom Thankyou",['824.company-brand.general-satisfaction.0']
Everything works more fast than every expectation,['824.company-brand.general-satisfaction.0']
Fingerprint doesn't work keep loading for 5 minutes,['824.account-management.fingerprint-facial-recognition.0']
"Been logging on with fingerprint, now wants digital key, so here we go again, call up HSBC not the first time or the last I'm sure thinking of changing banks","['824.account-management.fingerprint-facial-recognition.0', '824.account-management.account-access.0']"
"Love it!!! 

Just need to add few things to be better: 
-  download pdf confirmation of the transactions;
-  and to have a website access.","['824.account-management.account-access.0', '824.company-brand.general-satisfaction.0']"
Not used account to full potential yet but like what I have,['824.company-brand.general-satisfaction.0']
"I would like to access my account but as I cannot take a photo of my face (their App cannot take photo of my face!!!!).
Being blind of one eye and visually impaired of the other is not easy and ATOM Bank  being unable to help me to see my account is very distressing, unfair and illegal.
A bank should be not be allowed to hold people's funds your funds if they are unable to allow you have access to these funds..
I called ATOM talked to Zac who stated he would talk to someone else as I can only access my account if I am able to use the face recognition App!!!!
ATOM Bank is acting illegallegaly hold on to my funds.  They should be able to let a person to see their account without face recognition!!!
Unacceptable and they should be challenged by the Financial Authorities, I will be contact them next.  Their should be another way for persons who are blind, visually impaired and/or short sighted to access their accounts.  
I am giving one star but they deserve no star at all.",['824.account-management.account-access.0']
"Great bank, Swift support. I have both savings and stock inside the app. Nothing bad to say at all.",['824.company-brand.general-satisfaction.0']
"New update has deactivated my card and now I'm not able to make contactless payments with my phone. Reinstalled app and tells me contactless payments are being set up !! Great job Barclays Rang CS and waited 20 mins no help , tried live chat and agent timed me out typing Think it's time I changed bank Update: Hi Aimee, it's happened a few times after updates now. I have to reactivate my card. But now it tells me my device is unable to make contactless payments ? Android Nougat still compatible?",['824.online-experience.updates-versions.0']
Best banking company in the world. Responsive and well-designed app. Great financial services. Helpful support. And most of these things are for free. Keep up the good work guys! :),['824.company-brand.general-satisfaction.0']
Brilliant for keeping in touch with accounts,['824.company-brand.general-satisfaction.0']
Easy peasy Great for using at home or abroad,['824.company-brand.general-satisfaction.0']
Brilliant as a retired None Tec I find it very good but please leave us older non Tec more time to put their details in IE moving from one account to another thank you,['824.company-brand.general-satisfaction.0']
Super quick fast and easy love it!,['824.company-brand.general-satisfaction.0']
Tried for an hour to download the new app success,['824.online-experience.updates-versions.0']
"very easy to use app, only complaint is that to make payments to the same company but with a different reference (different bill reference) you have to log into your online account",['824.account-management.account-access.0']
Excellent fast in both cases entry and exit,['824.company-brand.general-satisfaction.0']
So sick!! Best bank I’ve ever used! Highly recommended 10 out of 10! 5stars isn’t enough... not to mention the business accounts aswell!! ⭐️⭐️⭐️⭐️⭐️,['824.company-brand.general-satisfaction.0']
Works every time for me.I have small demands on it.,['824.company-brand.general-satisfaction.0']
"Samsung galaxy s6+ ..where would i be without this fantastic app..i use it every day to transfer between accounts, pay bills, keep up to date on my accounts..its never let me down..",['824.company-brand.convenience.0']
"It works luxury, easy and very comfortable. to travel without a doubt the best. top.",['824.company-brand.general-satisfaction.0']
5 stars liked the service,['824.company-brand.general-satisfaction.0']
Very good app/bank would highly recommend easy to set up and very handy,['824.company-brand.general-satisfaction.0']
Great choice for bank,['824.company-brand.general-satisfaction.0']
In one word; Awful. This is quite possibly the worst interaction I have had with any app ever. Despite following their instructions to the letter and having multiple back and forths with multiple people from their support team I was unable to even set up an account and eventually I simply stopped getting replys from their team. Avoid at all all costs.,"['824.account-management.account-access.0', '824.company-brand.general-satisfaction.0']"
"Like the perks and services they provide, sure they still have a fee kinks to work on both with the website and app. but those 2 tech problems doesnt define the company as a whole.",['824.company-brand.general-satisfaction.0']
"No operation problems
Quick Notifications
Frankly, everything works well
a worry-free account... 
without hidden costs
with control (you can prohibit withdrawals with your card...)",['824.company-brand.general-satisfaction.0']
These are great,['824.attributes.taste-flavour.0']
"Monese made my banking easier and Convenient ...!! Opening a Account is Easy . Vaild Passport is Ok I fell in Love the UI . MasterCard is delivered 2 Working days . All More options to explore.. For instance. 1, One could save Money in a pot on every transaction ( it round off the transaction and save the Money) 2, Add Money with Sofort 3, Real Time My Plan view on my account 4, Transferring to Friends having Monese is Simple . My personal IBan is starting with BE instead of DE.",['824.company-brand.general-satisfaction.0']
"I’ve been using N26 for 7 months and I couldn’t be more satisfied. The app is very useful and user-friendly, with a good solution to manage the money, and bank transfers are super easy. Between N26 users the transfers are immediate, with no costs.
I needed to contact costumer support and the answer was fast and efficient. Just 2 hours after the first contact the issue was completely solved.",['824.company-brand.general-satisfaction.0']
Greatest alternative to traditional banking,"['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
I'm happy and satisfied,['824.company-brand.general-satisfaction.0']
"Bank/app is excellent. Everything works as you would in today's age.

The possibility of a community account would be useful. That's why only 4 out of 5 stars.",['824.company-brand.general-satisfaction.0']
Easy to use and navigate.Convenient and quick.,['824.company-brand.convenience.0']
Excellent very intuative.,['824.company-brand.general-satisfaction.0']
"its usually really good and easy to use, but this month it has been freezing, maybe my app needs an update but this has been annoying as it only works properly sometimes.",['824.online-experience.updates-versions.0']
"Excellent.

I have been with First Direct for over 15 years and cannot fault them whatsoever.  Their website is easy to use and they are very friendly and helpful.  I love the text message service and the app.  They have increased their security and I was nervous about the changes to begin with but they talked me through how to use the login and made it simple.

It takes a little longer to get hold of them at the moment but that is to be expected in the current pandemic.  

Great bank, great company, great service.",['824.company-brand.general-satisfaction.0']
hi cant update  keeps telling me its installed  can you help,['824.online-experience.updates-versions.0']
cool aaapppp,['824.company-brand.general-satisfaction.0']
Changed phone and cannot login even after getting help from support and after taking 20 selfies with id card... unbelievable.. uninstalled and reinstalled app.. support sent me new password and still can't login...worst experience ever.. what tweaks and improvements are you talking about? Really frustrated 😡,"['824.account-management.account-access.0', '824.company-brand.general-satisfaction.0']"
"Shame I can’t give 0 stars they are thieves! They blocked my accounts even my savings etc no proper reason just my account under review yet I’d been good customer for like six years, they have had my baby’s money for three weeks which is needed to fed him. They have stolen £300 on my savings that is for my baby’s first birthday. They inform me today that my accounts are being closed down in two days time and won’t get my money back!",['824.company-brand.general-satisfaction.0']
Now that I have got used to it...brilliant,['824.company-brand.general-satisfaction.0']
"Quick online transaction, perfect and very confidential",['824.company-brand.general-satisfaction.0']
Horrific. constant internet connectivity problems,['824.company-brand.general-satisfaction.0']
Really handy abroad,['824.company-brand.general-satisfaction.0']
I find I'm using ap all the time. It's so convenient &amp; saves me time.,['824.company-brand.convenience.0']
"Review update: app is working well, quick and efficient. Very helpful, thankyou.",['824.company-brand.convenience.0']
"really Annoying apl to use, I appreciate the security standards for fraud and things, bur when I try and reset the password it sends to my previous phone number",['824.account-management.account-access.0']
"I needed to install this, because i don't want to receive their junk mails, so i'll delete my account. I don't even understand how and why people use this and give such a high score, it's full of bugs and much way better alternatives exist in market. I do expect some security leaks in this app in near future.",['824.company-brand.competitor.0']
"A great free account which, thanks to its flexibility and simplicity in capability, allows you to use currencies in different corners of the world. 
Super thing. By recommending your friends you can get a small gift in the form of 30zł;) super!

Great free account with loads of flexibility and ways of use wherever you are. Get some extra when recommend to fiends:) 
Easy is a use.",['824.company-brand.general-satisfaction.0']
"Can’t use hyphens and my username contains a hyphen so I can’t even log on, I have to use the old app and it’s so slow that I want to stab myself in the neck. EDIT- I’ve sent the email long ago and still no reply :/",['824.account-management.account-access.0']
can't log in at all. Rubbish,['824.account-management.account-access.0']
"Great app but big security problem with NFC which works even if your phone is sleeping ( samsung s10), unlike other apps that need you to wake up phone &amp; input a finger print or code. Check with samsung said it definitely was a Barclays app problem. So if using this app switch off you NFC on contatless. Apart from that great app",['824.account-management.fingerprint-facial-recognition.0']
"Great service,, great rates and I wouldn’t use anything else abroad. I have such confidence that i don’t worry about boarding a plan with hardly any currency as long as I have my Chatterbank card.","['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
Absolute rubbish. Desupported phone. Now upgraded. Can't get in. App only support unavailable. Tried support previously before it stopped working. Terrible experience. Effectively have stolen my money as cannot get to it. Strong recommendation not to use this shower,['824.online-experience.updates-versions.0']
"Great app simple login , easy to make payments, easy to track what you spend. Very good",['824.account-management.account-access.0']
"Love it, very handy when abroad",['824.company-brand.general-satisfaction.0']
Very good in all respects.,['824.company-brand.general-satisfaction.0']
"I reinstalled the application after a factory reset of the phone and now I can no longer log into the account. It tells me there's an update available, but in the playstore it's not.","['824.account-management.account-access.0', '824.online-experience.updates-versions.0']"
"I really like this app and All its features, very convenient and easy to use.",['824.company-brand.convenience.0']
"This just makes life so much easier. Saves a lot of time and all your accounts are at your fingertips. Brilliant! Oh, and it's completely free and doesn't contain ads etc, just the info you need and services that help.",['824.company-brand.convenience.0']
struggling to get the app open,['824.account-management.account-access.0']
Won’t even let me enter pass key so can’t even log in. Rubbish.,['824.account-management.account-access.0']
"This App is ridiculous. Its sends you a one time password to make a payment. But then you have to click out the App to look at the password. Then log back in to use the password, which is then invalid because you logged out. Means I can never make a payment using my phone. It's a new A70 running latest android OS. THIS NEEDS SORTING!",['824.account-management.account-access.0']
Very trivial and very primitive Misthlsh one point,['824.company-brand.general-satisfaction.0']
It's really playing up on update .I have downloaded it 3 times .it's not sending me a code and after I go through all the process it takes me back to the original screen of please update .I need this app to pay rent and other bills,['824.online-experience.updates-versions.0']
"Not functioning properly for last couple of weeks. Hi Amiee. Constantly kicking me off, can't log in to it as it just will not connect, I'm always at home, &amp; have plus fibre broadband, tonight I've just had some long winded error message pop up - code 00002... Whatever that means?? Just been such a hassle &amp; temperamental the last couple of weeks especially. I've uninstalled, reinstalled &amp; am about to try yet again - I've just uninstalled it, again. I love this app ordinarily.",['824.account-management.account-access.0']
Everything I need is with this business bank account.,['824.company-brand.general-satisfaction.0']
"Great service, very straightforward to register and start using.",['824.company-brand.general-satisfaction.0']
Thumbs up for great support! Especially Bryan who helped me sort out my issue quickly and efficiently :),['824.staff-support.agent-named.0']
really good experience,['824.company-brand.general-satisfaction.0']
Do all my banking with it and does what it's ment to 🙂,['824.company-brand.general-satisfaction.0']
Dove,['824.company-brand.general-satisfaction.0']
Fan Dog :),['824.company-brand.general-satisfaction.0']
"Works really well now, I used to be unable to get into the app but this latest version had resolved that and is easy to use. Everything I need to do is available at my own convenience.","['824.company-brand.convenience.0', '824.online-experience.updates-versions.0']"
"Terrible service for depositing cheques. Cheques often lost or significantly delayed.
Probably not a good idea to use Monzo as your main account or for any serious banking.
Staff are v quick to tell you the cheques are lost & advised me there was nothing more they could do. Happened on 3 separate occasions.",['824.company-brand.general-satisfaction.0']
does what it says on the tin. God bless whoever owns this business.,['824.company-brand.general-satisfaction.0']
I upgraded my phone and now the app won’t work. Rubbish.,['824.online-experience.updates-versions.0']
I cant add my phone number. I am a new user who just moved to Germany trying to get a local bank acount,['824.account-management.account-access.0']
I'm starting to enjoy it more everytime,['824.company-brand.general-satisfaction.0']
It's not logging in,['824.account-management.account-access.0']
"This new app is a nightmare. I have been trying to swap to this new version for the last 2 months. It just keeps saying ‘cannot connect to server’. I had been continuing to use the old version but that has now been discontinued. I very disappointed and have spent ages on the phone with HSBC customer services to no avail. The only way I can access mobile banking is to use the non-mobile website. 
I am NOT a happy customer &amp; would give a zero star rating if it was possible.",['824.account-management.account-access.0']
It does not work for my country,['824.company-brand.general-satisfaction.0']
Seamless Banking Without The Main Stream Banks Promises Starling Are The Best Bank By Far,['824.company-brand.general-satisfaction.0']
"They're the best bank I've ever been with. Great customer service, forward thinking features, and they make money management so easy.",['824.company-brand.general-satisfaction.0']
great app loved it all i need for banking is on my phone,['824.company-brand.convenience.0']
Very convenient. Fast credit (24h maximum). Details of expenses. And a beautiful transparent debit card!,['824.company-brand.general-satisfaction.0']
Never no problems staff always helpful,['824.company-brand.convenience.0']
"I wanted to sign up and give you my business, but the app is broken all over the place and support apparently can't be bothered to respond.",['824.account-management.account-access.0']
"Love this app, I'm using it all the time. It's perfect for me as I frequently travel. The exchange rates are absolutely the best you can get.",['824.company-brand.competitor.0']
Chatterbank can't verify my identity,['824.account-management.account-access.0']
All great! Best app& bank!,"['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
"Used to be a good app, now for the past month I can never log in because there is always some technical issues. I don’t use it on my computer so it’s a huge problem not the be able to do anything! :/",['824.account-management.account-access.0']
"Clear and Simple access to all my accounts, a great banking app",['824.account-management.account-access.0']
"The banking of tomorrrow, delivered today! Really impressed by this bank, which was recommended by my son. Customer service has been superb. Found staff to be knowlegeable, helpful and very friendly. GREAT SERVICE!😎",['824.company-brand.general-satisfaction.0']
Best Banking App! 2 other menmers of my family are with 2 other different banks and neither of there banking app come close to barclays. It has pretty much every option you could even need covered and if all else fail it also has direct phone call just at the press of a button. I was totally shocked at how little functions other banking apps have!!!,['824.company-brand.competitor.0']
The best!!! of online banking !,"['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
Very convenient payment solution ....;),"['824.company-brand.general-satisfaction.0', '824.company-brand.convenience.0']"
"Love this app, your able to do so much more than other banking apps",['824.company-brand.competitor.0']
"I've had N26 since almost 4 years now.
Never been an issue, the customer service is super responsive with a fantasticly working chat, and the functionalities with the money management are great.
Hope one day every bank will be like N26.",['824.company-brand.general-satisfaction.0']
"Diabolical, paying in a cheque is completely useless","['824.company-brand.general-satisfaction.0', '824.company-brand.convenience.0']"
"By far the best and most intuitive banking app around. its been invaluable whilst travelling, and always give the best exchange rates!",['824.company-brand.competitor.0']
Best bank to be with n the app is sickkkk,"['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
I haven't try yet but for my storage I'll get you soon,['824.company-brand.general-satisfaction.0']
"Great and easy to use, how did I manage before, so much easier then the on line banking card reader.",['824.company-brand.competitor.0']
The best building society ever very helpful staff and nationwide building society feels like the part of family and will leaving great feedback.,['824.company-brand.general-satisfaction.0']
Verry good it's ok,['824.company-brand.general-satisfaction.0']
Good service but my issues is not solve,['824.company-brand.general-satisfaction.0']
"not bad at al, have been improving 😋",['824.company-brand.general-satisfaction.0']
Excellent services. App really nice. Unbeatable savings rates.,['824.company-brand.general-satisfaction.0']
I like pancakes,['824.company-brand.general-satisfaction.0']
Tsb is a great banking app works great for me .Thank you tsb for all your hard work in these bad times with covid 19 .,['824.company-brand.general-satisfaction.0']
"Switching from Santander took twice as long as expected (OK, there was COVID19 so I it's not the main issue I experienced); Their current accounts don't allow making payments to the same payee with different payment references like Santander or all other banks in 2020 allow. If you have payment made with reference A which clears on Monday, you can't make a new payment for two days later with payment reference B until A has cleared. This is extremely inconvenient.",['824.company-brand.convenience.0']
best bank card,['824.company-brand.competitor.0']
Quick and easy to use. would prefer if finger recognition not passwords.,['824.account-management.fingerprint-facial-recognition.0']
"Terrible service, called in to branch to transfer funds via CHAPS for completion on property, paid fee of £30 and no money received by solicitor on day  as promised",['824.company-brand.general-satisfaction.0']
The worse costumer service ever. Someone stole my account and I can’t access to it for more than one week and all I have from Chatterbank company is waiting and waiting for a reply and I don’t know anything about my money... they ask me stupid questions about delete and Reinstall my app or they leave my chat open for more than three days without answer me what is happening with my account with more than 4000£ there,['824.company-brand.competitor.0']
"Joined this bank primary to use when abroad, joining was a breeze card arrived within three days. Just used for a trip to South Africa with friends who also had a starling card. Moving money between us couldn't have been easier as was drawing cash from ATM's. Every transaction appears instantly on my phone. Well done Starling bank we loved it.",['824.company-brand.general-satisfaction.0']
Good and free card.,['824.company-brand.general-satisfaction.0']
Not keen on the new UI so slow.,['824.online-experience.updates-versions.0']
"J'adore cette banque en ligne, de la création du compte et de sa gestion, tout est simplifié et pratique, je n'ai qu'une chose à dire : BRAVO !!! 😁",['824.company-brand.general-satisfaction.0']
"Great service , good bank , I highly recommended it",['824.company-brand.general-satisfaction.0']
Everything is updated and still nothing. Maybe my Barclays tech support need to start paying for a new phone. 👎🏽👎🏽👎🏽,['824.online-experience.updates-versions.0']
For me it was simply done. Happy,['824.company-brand.general-satisfaction.0']
Amy solved my question in a very efficient and creative manner. Well done you!,['824.staff-support.agent-named.0']
Works better than other apps,['824.company-brand.competitor.0']
Great service. Still love it. Easy to use,['824.company-brand.general-satisfaction.0']
Worked brilliantly and loved the app until the middle of June update now after I enter my number it comes up with an error 'T0019' and 'null' and won't load beyond this. Hoping an update will fix this.,['824.online-experience.updates-versions.0']
"would of been 5 stars but app lately is extremely slow. i can't even log in unless its using 3/4G etc, its sn absolute joke considering Their one of the worlds leading banks, will be switching banks if this isn't resolved soon as i need the app on a daily basis!",['824.account-management.account-access.0']
"If you're happy to spend most of the day setting up a standing order. Bank with hsbc.

If you value your time use another bank. 

To authorise a new standing order online you need to use the phone app. With an endless amount of different pass codes and log in details. 

This can be done very simply on many other apps and banks. 

A bank with security so tight it puts users off using them because its too taxing to do any actual banking.",['824.account-management.account-access.0']
"Recently I have attempted to sign in and been greeted with technical problem screens. Whilst I appreciate this could be security issues that the site is experiencing and it is for our own safety that they are restricting access, that doesn’t help when one needs to make a payment or worse still move money from one account to another F in London such as today and needing to make a purchase or have some extra money to hand. Between this appalling app and the money Halifax are spending on their advertising campaigns with TopCat and now Wizard of Oz, I am after 30 years looking for an alternative bank. Why not, after all the Halifax paying people to move to them but not looking after the people who would been with them all this time, the app technical problems is the final nail in the coffin",['824.account-management.account-access.0']
"sucks and they treat you badly, I was wrong to make me the card of the c...
they didn't even give me the bonuses and they keep not answering me...
compliements 
they should take away sta paper for a service of the c...
monese of m...",['824.company-brand.general-satisfaction.0']
PINsentry not accesible on the app when fingerprint touch is enabled on the app.,"['824.account-management.fingerprint-facial-recognition.0', '824.account-management.account-access.0']"
Great app. Really handy for worldwide transactions,['824.company-brand.convenience.0']
"There’s me thinking I’d have to log in manually forever, Face ID now works perfectly for iPhone XS. Great app!","['824.account-management.fingerprint-facial-recognition.0', '824.account-management.account-access.0']"
great tells me what I need to know,['824.company-brand.general-satisfaction.0']
"Easy to set up and get working. App simple to use. Good communication.
Money exchange a little pricy, others like Chatterbank are cheaper.",['824.company-brand.competitor.0']
"Useless for me, I have a corporate card for work and can't see the bills on my iphone",['824.company-brand.convenience.0']
Handy and Easy,['824.company-brand.convenience.0']
Overall very good but I have concerns about how their staff are treated.,['824.company-brand.general-satisfaction.0']
Everything is very good but i have problem with card delivery first one i wait almost one month and now i order new one i hope i will recived its soon,['824.company-brand.general-satisfaction.0']
Great app very convenient and helpful,['824.company-brand.convenience.0']
Rock,['824.company-brand.general-satisfaction.0']
Simple and Cool,['824.company-brand.general-satisfaction.0']
The app is very sluggish and the fingerprint reader is hit and miss. Whatever happened in the last update didn't improve the app.,"['824.account-management.fingerprint-facial-recognition.0', '824.online-experience.updates-versions.0']"
